File ID,ROMDir,Dir,File,Armor,Race,Slot,Model ID
79273,Rom,339,15.dat, Gyve doublet,Mithra,Body,410
79274,Rom,52,14.dat,Leather Vest,Mithra,Body,411
79275,Rom,344,67.dat, Odyssean chestplate,Mithra,Body,412
79276,Rom,344,68.dat, Valorus mail,Mithra,Body,413
79277,Rom,347,35.dat, Wyrmking suit,Mithra,Body,414
79278,Rom,346,36.dat, Merlinic jubbah,Mithra,Body,415
79279,Rom,348,71.dat, Chironic doublet,Mithra,Body,416
79280,Rom,344,69.dat, Korrigan suit,Mithra,Body,417
79281,Rom,52,14.dat,Leather Vest,Mithra,Body,418
79282,Rom,341,26.dat, Botulus suit,Mithra,Body,419
79283,Rom,52,14.dat,Leather Vest,Mithra,Body,420
79284,Rom,52,14.dat,Leather Vest,Mithra,Body,421
79285,Rom,52,14.dat,Leather Vest,Mithra,Body,422
79286,Rom,52,14.dat,Leather Vest,Mithra,Body,423
79287,Rom,351,18.dat, Pieuje Unity shirt,Mithra,Body,424
79288,Rom,351,19.dat, Ayame Unity shirt,Mithra,Body,425
79289,Rom,351,20.dat, I. Shield Unity shirt,Mithra,Body,426
79290,Rom,351,21.dat, Apururu Unity shirt,Mithra,Body,427
79291,Rom,351,22.dat, Maat Unity shirt,Mithra,Body,428
79292,Rom,351,23.dat, Aldo Unity shirt,Mithra,Body,429
79293,Rom,351,24.dat, Jakoh Unity shirt,Mithra,Body,430
79294,Rom,351,25.dat, Naja Unity shirt,Mithra,Body,431
79295,Rom,351,26.dat, Flaviria Unity shirt,Mithra,Body,432
79296,Rom,351,27.dat, Yoran Unity shirt,Mithra,Body,433
79297,Rom,351,28.dat, Sylvie Unity shirt,Mithra,Body,434
79298,Rom,52,14.dat,Leather Vest,Mithra,Body,435
79299,Rom,52,14.dat,Leather Vest,Mithra,Body,436
79300,Rom,52,14.dat,Leather Vest,Mithra,Body,437
79301,Rom,52,14.dat,Leather Vest,Mithra,Body,438
79302,Rom,52,14.dat,Leather Vest,Mithra,Body,439
79303,Rom,52,14.dat,Leather Vest,Mithra,Body,440
79304,Rom,352,94.dat,Delegate's Garb,Mithra,Body,441
79307,Rom,52,14.dat,Leather Vest,Mithra,Body,444
79308,Rom,52,14.dat,Leather Vest,Mithra,Body,445
79309,Rom,52,14.dat,Leather Vest,Mithra,Body,446
79310,Rom,52,14.dat,Leather Vest,Mithra,Body,447
79311,Rom,357,71.dat,Swimsuit,Mithra,Body,448
79312,Rom,353,51.dat,Black Chocobo Suit,Mithra,Body,449
79313,Rom,52,14.dat,Leather Vest,Mithra,Body,450
79314,Rom,52,14.dat,Leather Vest,Mithra,Body,451
79316,Rom,52,14.dat,Leather Vest,Mithra,Body,453
79317,Rom,52,14.dat,Leather Vest,Mithra,Body,454
79318,Rom,52,14.dat,Leather Vest,Mithra,Body,455
79319,Rom,52,14.dat,Leather Vest,Mithra,Body,456
79320,Rom,361,126.dat,Sacro Breastplate,Mithra,Body,457
79321,Rom,362,64.dat,Malignance Tabard,Mithra,Body,458
79322,Rom,52,14.dat,Leather Vest,Mithra,Body,459
79323,Rom,363,121.dat,Poroggo Fleece,Mithra,Body,460
79324,Rom,52,14.dat,Leather Vest,Mithra,Body,461
79325,Rom,52,14.dat,Leather Vest,Mithra,Body,462
79326,Rom,52,14.dat,Leather Vest,Mithra,Body,463
79327,Rom,367,70.dat,Ikenga's Vest,Mithra,Body,464
79328,Rom,367,71.dat,Gleti's Cuirass,Mithra,Body,465
79329,Rom,367,72.dat,Sakpata's Breastplate,Mithra,Body,466
79330,Rom,367,73.dat,Mpaca's Doublet,Mithra,Body,467
79331,Rom,367,74.dat,Agwu's Robe,Mithra,Body,468
79332,Rom,367,75.dat,Bunzi's Robe,Mithra,Body,469
79333,Rom,368,117.dat,Nyame Mail,Mithra,Body,470
79334,Rom,365,43.dat,Adenium suit,Mithra,Body,471
79336,Rom,52,14.dat,Leather Vest,Mithra,Body,473
79337,Rom,369,123.dat,Ziamet Peti,Mithra,Body,474
79338,Rom,370,114.dat,Cancrine Apron,Mithra,Body,475
79339,Rom,52,14.dat,Leather Vest,Mithra,Body,476
79341,Rom,373,32.dat,Morbol Apron,Mithra,Body,478
79342,Rom,52,14.dat,Leather Vest,Mithra,Body,479
79343,Rom,374,79.dat,Esthete's Coat,Mithra,Body,480
79344,Rom,52,14.dat,Leather Vest,Mithra,Body,481
79352,Rom,52,14.dat,Leather Vest,Mithra,Body,489
79358,Rom,52,14.dat,Leather Vest,Mithra,Body,495
79360,Rom,52,14.dat,Leather Vest,Mithra,Body,497
79361,Rom,52,14.dat,Leather Vest,Mithra,Body,498
79362,Rom,52,14.dat,Leather Vest,Mithra,Body,499
79370,Rom,52,14.dat,Leather Vest,Mithra,Body,507
79371,Rom,52,14.dat,Leather Vest,Mithra,Body,508
79372,Rom,52,14.dat,Leather Vest,Mithra,Body,509
79373,Rom,52,14.dat,Leather Vest,Mithra,Body,510
79374,Rom,52,14.dat,Leather Vest,Mithra,Body,511
79376,Rom,52,14.dat,Leather Vest,Mithra,Body,513
79377,Rom,52,14.dat,Leather Vest,Mithra,Body,514
79378,Rom,52,14.dat,Leather Vest,Mithra,Body,515
79379,Rom,52,14.dat,Leather Vest,Mithra,Body,516
79380,Rom,52,14.dat,Leather Vest,Mithra,Body,517
79381,Rom,52,14.dat,Leather Vest,Mithra,Body,518
79382,Rom,52,14.dat,Leather Vest,Mithra,Body,519
79383,Rom,52,14.dat,Leather Vest,Mithra,Body,520
79384,Rom,52,14.dat,Leather Vest,Mithra,Body,521
79385,Rom,52,14.dat,Leather Vest,Mithra,Body,522
79386,Rom,52,14.dat,Leather Vest,Mithra,Body,523
79387,Rom,52,14.dat,Leather Vest,Mithra,Body,524
79388,Rom,52,14.dat,Leather Vest,Mithra,Body,525
79389,Rom,52,14.dat,Leather Vest,Mithra,Body,526
79390,Rom,52,14.dat,Leather Vest,Mithra,Body,527
79391,Rom,52,14.dat,Leather Vest,Mithra,Body,528
79392,Rom,52,14.dat,Leather Vest,Mithra,Body,529
79393,Rom,52,14.dat,Leather Vest,Mithra,Body,530
79394,Rom,52,14.dat,Leather Vest,Mithra,Body,531
79395,Rom,52,14.dat,Leather Vest,Mithra,Body,532
79396,Rom,52,14.dat,Leather Vest,Mithra,Body,533
79397,Rom,52,14.dat,Leather Vest,Mithra,Body,534
79398,Rom,52,14.dat,Leather Vest,Mithra,Body,535
79399,Rom,52,14.dat,Leather Vest,Mithra,Body,536
79400,Rom,52,14.dat,Leather Vest,Mithra,Body,537
79401,Rom,52,14.dat,Leather Vest,Mithra,Body,538
79402,Rom,52,14.dat,Leather Vest,Mithra,Body,539
79403,Rom,52,14.dat,Leather Vest,Mithra,Body,540
79404,Rom,52,14.dat,Leather Vest,Mithra,Body,541
79405,Rom,52,14.dat,Leather Vest,Mithra,Body,542
79406,Rom,52,14.dat,Leather Vest,Mithra,Body,543
79407,Rom,52,14.dat,Leather Vest,Mithra,Body,544
79408,Rom,52,14.dat,Leather Vest,Mithra,Body,545
79409,Rom,52,14.dat,Leather Vest,Mithra,Body,546
79410,Rom,52,14.dat,Leather Vest,Mithra,Body,547
79411,Rom,52,14.dat,Leather Vest,Mithra,Body,548
79412,Rom,52,14.dat,Leather Vest,Mithra,Body,549
79413,Rom,52,14.dat,Leather Vest,Mithra,Body,550
79414,Rom,52,14.dat,Leather Vest,Mithra,Body,551
79415,Rom,52,14.dat,Leather Vest,Mithra,Body,552
79416,Rom,52,14.dat,Leather Vest,Mithra,Body,553
79417,Rom,52,14.dat,Leather Vest,Mithra,Body,554
79418,Rom,52,14.dat,Leather Vest,Mithra,Body,555
79419,Rom,52,14.dat,Leather Vest,Mithra,Body,556
79420,Rom,52,14.dat,Leather Vest,Mithra,Body,557
79421,Rom,52,14.dat,Leather Vest,Mithra,Body,558
79422,Rom,52,14.dat,Leather Vest,Mithra,Body,559
79423,Rom,52,14.dat,Leather Vest,Mithra,Body,560
79424,Rom,52,14.dat,Leather Vest,Mithra,Body,561
79425,Rom,52,14.dat,Leather Vest,Mithra,Body,562
79426,Rom,52,14.dat,Leather Vest,Mithra,Body,563
79427,Rom,52,14.dat,Leather Vest,Mithra,Body,564
79428,Rom,52,14.dat,Leather Vest,Mithra,Body,565
79429,Rom,52,14.dat,Leather Vest,Mithra,Body,566
79430,Rom,52,14.dat,Leather Vest,Mithra,Body,567
79431,Rom,52,14.dat,Leather Vest,Mithra,Body,568
79432,Rom,52,14.dat,Leather Vest,Mithra,Body,569
79433,Rom,52,14.dat,Leather Vest,Mithra,Body,570
79434,Rom,52,14.dat,Leather Vest,Mithra,Body,571
79435,Rom,52,14.dat,Leather Vest,Mithra,Body,572
79436,Rom,52,14.dat,Leather Vest,Mithra,Body,573
79437,Rom,52,14.dat,Leather Vest,Mithra,Body,574
79438,Rom,52,14.dat,Leather Vest,Mithra,Body,575
99619,Rom,326,55.dat, Heart apron,Mithra,Body,576
99620,Rom,327,113.dat, Pupil's Shirt,Mithra,Body,577
99621,Rom,334,125.dat, Pupil's camisa,Mithra,Body,578
99622,Rom,339,33.dat, Track shirt,Mithra,Body,579
99623,Rom,349,68.dat, Herculean vest,Mithra,Body,580
99624,Rom,351,46.dat, Rhapsody shirt,Mithra,Body,581
99625,Rom,351,122.dat, Akitu shirt,Mithra,Body,582
99626,Rom,353,24.dat,Jubilee Shirt,Mithra,Body,583
99627,Rom,353,108.dat,Crustacean Shirt,Mithra,Body,584
99628,Rom,355,108.dat,Gil Nabber Shirt,Mithra,Body,585
99629,Rom,364,1.dat,Mandragora Shirt,Mithra,Body,586
99630,Rom,361,59.dat,Jody Shirt,Mithra,Body,587
99631,Rom,358,94.dat,Shadow Lord Shirt,Mithra,Body,588
99632,Rom,362,15.dat,Citrullus Shirt,Mithra,Body,589
99633,Rom,363,57.dat,Mithkabob Shirt,Mithra,Body,590
99634,Rom,372,57.dat,Moogle Shirt,Mithra,Body,591
99635,Rom,52,14.dat,Leather Vest,Mithra,Body,592
99636,Rom,52,14.dat,Leather Vest,Mithra,Body,593
99637,Rom,52,14.dat,Leather Vest,Mithra,Body,594
99638,Rom,52,14.dat,Leather Vest,Mithra,Body,595
99639,Rom,52,14.dat,Leather Vest,Mithra,Body,596
99640,Rom,52,14.dat,Leather Vest,Mithra,Body,597
99641,Rom,52,14.dat,Leather Vest,Mithra,Body,598
99642,Rom,52,14.dat,Leather Vest,Mithra,Body,599
99643,Rom,52,14.dat,Leather Vest,Mithra,Body,600
99644,Rom,52,14.dat,Leather Vest,Mithra,Body,601
99645,Rom,52,14.dat,Leather Vest,Mithra,Body,602
99646,Rom,52,14.dat,Leather Vest,Mithra,Body,603
99647,Rom,52,14.dat,Leather Vest,Mithra,Body,604
99648,Rom,52,14.dat,Leather Vest,Mithra,Body,605
99649,Rom,52,14.dat,Leather Vest,Mithra,Body,606
99650,Rom,52,14.dat,Leather Vest,Mithra,Body,607
104626,Rom,52,14.dat,Leather Vest,Mithra,Body,673
104627,Rom,52,14.dat,Leather Vest,Mithra,Body,674
104628,Rom,52,14.dat,Leather Vest,Mithra,Body,675
104629,Rom,52,14.dat,Leather Vest,Mithra,Body,676
104630,Rom,52,14.dat,Leather Vest,Mithra,Body,677
104631,Rom,52,14.dat,Leather Vest,Mithra,Body,678
104632,Rom,52,14.dat,Leather Vest,Mithra,Body,679
104633,Rom,52,14.dat,Leather Vest,Mithra,Body,680
104634,Rom,52,14.dat,Leather Vest,Mithra,Body,681
104635,Rom,52,14.dat,Leather Vest,Mithra,Body,682
104636,Rom,52,14.dat,Leather Vest,Mithra,Body,683
104637,Rom,52,14.dat,Leather Vest,Mithra,Body,684
104638,Rom,52,14.dat,Leather Vest,Mithra,Body,685
104639,Rom,52,14.dat,Leather Vest,Mithra,Body,686
104640,Rom,52,14.dat,Leather Vest,Mithra,Body,687
104641,Rom,52,14.dat,Leather Vest,Mithra,Body,688
104642,Rom,52,14.dat,Leather Vest,Mithra,Body,689
104643,Rom,52,14.dat,Leather Vest,Mithra,Body,690
104644,Rom,52,14.dat,Leather Vest,Mithra,Body,691
104645,Rom,52,14.dat,Leather Vest,Mithra,Body,692
104646,Rom,52,14.dat,Leather Vest,Mithra,Body,693
104647,Rom,52,14.dat,Leather Vest,Mithra,Body,694
104648,Rom,52,14.dat,Leather Vest,Mithra,Body,695
104649,Rom,52,14.dat,Leather Vest,Mithra,Body,696
104650,Rom,52,14.dat,Leather Vest,Mithra,Body,697
104651,Rom,52,14.dat,Leather Vest,Mithra,Body,698
104652,Rom,52,14.dat,Leather Vest,Mithra,Body,699
104653,Rom,52,14.dat,Leather Vest,Mithra,Body,700
104654,Rom,52,14.dat,Leather Vest,Mithra,Body,701
104655,Rom,52,14.dat,Leather Vest,Mithra,Body,702
104656,Rom,52,14.dat,Leather Vest,Mithra,Body,703
104657,Rom,52,14.dat,Leather Vest,Mithra,Body,704
104658,Rom,52,14.dat,Leather Vest,Mithra,Body,705
104659,Rom,52,14.dat,Leather Vest,Mithra,Body,706
104660,Rom,52,14.dat,Leather Vest,Mithra,Body,707
104661,Rom,52,14.dat,Leather Vest,Mithra,Body,708
104662,Rom,52,14.dat,Leather Vest,Mithra,Body,709
104663,Rom,52,14.dat,Leather Vest,Mithra,Body,710
104664,Rom,52,14.dat,Leather Vest,Mithra,Body,711
104665,Rom,52,14.dat,Leather Vest,Mithra,Body,712
104666,Rom,52,14.dat,Leather Vest,Mithra,Body,713
104667,Rom,52,14.dat,Leather Vest,Mithra,Body,714
104668,Rom,52,14.dat,Leather Vest,Mithra,Body,715
104669,Rom,52,14.dat,Leather Vest,Mithra,Body,716
104670,Rom,52,14.dat,Leather Vest,Mithra,Body,717
104671,Rom,52,14.dat,Leather Vest,Mithra,Body,718
104672,Rom,52,14.dat,Leather Vest,Mithra,Body,719
104673,Rom,52,14.dat,Leather Vest,Mithra,Body,720
104674,Rom,52,14.dat,Leather Vest,Mithra,Body,721
104675,Rom,52,14.dat,Leather Vest,Mithra,Body,722
104676,Rom,52,14.dat,Leather Vest,Mithra,Body,723
104677,Rom,52,14.dat,Leather Vest,Mithra,Body,724
104678,Rom,52,14.dat,Leather Vest,Mithra,Body,725
104679,Rom,52,14.dat,Leather Vest,Mithra,Body,726
104680,Rom,52,14.dat,Leather Vest,Mithra,Body,727
104681,Rom,52,14.dat,Leather Vest,Mithra,Body,728
104682,Rom,52,14.dat,Leather Vest,Mithra,Body,729
104683,Rom,52,14.dat,Leather Vest,Mithra,Body,730
104684,Rom,52,14.dat,Leather Vest,Mithra,Body,731
104685,Rom,52,14.dat,Leather Vest,Mithra,Body,732
104686,Rom,52,14.dat,Leather Vest,Mithra,Body,733
104687,Rom,52,14.dat,Leather Vest,Mithra,Body,734
104688,Rom,52,14.dat,Leather Vest,Mithra,Body,735
